Timestamp,Transaction Type,Asset,Quantity Transacted,USD Spot Price at Transaction,USD Subtotal,USD Total (inclusive of fees),USD Fees,Notes
2017-08-26T15:52:11Z,Buy,BTC,0.05,4321.20,216.06,224.68,8.62,Bought 0.0500 BTC for $224.68 USD
2017-08-26T15:57:54Z,Buy,BTC,0.002326,4299.87,10.00,10.00,0.00,Bought 0.002326 BTC for $10.00 USD
2017-12-01T17:41:49Z,Sell,BTC,0.03834144,10432.58,400.00,394.04,5.96,Sold 0.03834144 BTC for $394.04 USD
2017-12-01T21:19:28Z,Send,BTC,0.01398456,10751.14,"","","",Sent 0.01398456 BTC to 17yaCjpzfe2ezjZWKFL1ajVX7UR27oomCu
2017-12-23T18:38:29Z,Buy,BTC,0.00313005,15657.90,49.01,51.00,1.99,Bought 0.00313005 BTC for $51.00 USD
2018-01-03T14:52:16Z,Buy,BTC,0.00644544,15050.95,97.01,100.00,2.99,Bought 0.00644544 BTC for $100.00 USD
2018-01-11T17:28:27Z,Send,BTC,0.00363162,13733.61,"","","",Sent 0.00363162 BTC to 17yaCjpzfe2ezjZWKFL1ajVX7UR27oomCu
2018-01-17T05:45:55Z,Buy,BTC,0.00873751,11102.71,97.01,100.00,2.99,Bought 0.00873751 BTC for $100.00 USD
2018-12-04T00:31:10Z,Send,BTC,0.00855663,3861.41,"","","",Sent 0.00855663 BTC to 17yaCjpzfe2ezjZWKFL1ajVX7UR27oomCu
2019-07-09T19:32:17Z,Send,BTC,0.00795013,12588.42,"","","",Sent 0.00795013 BTC to 17yaCjpzfe2ezjZWKFL1ajVX7UR27oomCu
2019-10-14T18:43:55Z,Send,BTC,0.01197604,8345.17,"","","",Sent 0.01197604 BTC to 17yaCjpzfe2ezjZWKFL1ajVX7UR27oomCu
2017-11-04T13:02:50Z,Buy,ETH,0.31499076,305.28,96.16,100.00,3.84,Bought 0.31499076 ETH for $100.00 USD
2017-12-01T17:42:09Z,Buy,ETH,0.85518176,454.01,388.26,394.04,5.78,Bought 0.85518176 ETH for $394.04 USD
##################################
#Found these combined into one bittrex
2017-12-01T22:48:07Z,Send,ETH,0.011073,464.00,"","","",Sent 0.011073 ETH to 0xd7b98a267002bef730006c51394d24b1c1c27346
2017-12-01T23:16:21Z,Send,ETH,1.15909952,461.16,"","","",Sent 1.15909952 ETH to 0xd7b98a267002bef730006c51394d24b1c1c27346
#0xd7b98a267002bef730006c51394d24b1c1c27346
#found in bittrex
2017-12-14T00:31:09Z,Send,ETH,0.08901259,709.70,"","","",Sent 0.08901259 ETH to 0xd7b98a267002bef730006c51394d24b1c1c27346
#
#found in bittrex
2017-12-26T13:50:10Z,Send,ETH,0.027141,748.99,"","","",Sent 0.027141 ETH to 0xd7b98a267002bef730006c51394d24b1c1c27346
2017-12-27T01:02:26Z,Send,ETH,0.237441,759.50,"","","",Sent 0.237441 ETH to 0xd7b98a267002bef730006c51394d24b1c1c27346
2017-12-27T14:26:37Z,Send,ETH,0.15109656,755.42,"","","",Sent 0.15109656 ETH to 0xd7b98a267002bef730006c51394d24b1c1c27346
#
2018-01-11T17:27:41Z,Send,ETH,0.04096174,1217.00,"","","",Sent 0.04096174 ETH to 0xd7b98a267002bef730006c51394d24b1c1c27346
##################################
2017-12-11T13:19:14Z,Buy,ETH,0.41567856,473.95,197.01,200.00,2.99,Bought 0.41567856 ETH for $200.00 USD
2018-02-19T18:29:26Z,Buy,ETH,0.05175667,946.93,49.01,51.00,1.99,Bought 0.05175667 ETH for $51.00 USD
2018-02-19T23:21:08Z,Send,ETH,0.0324798,935.76,"","","",Sent 0.0324798 ETH to 0xeA059a84c2aadb164414aC01BcB82c191B86F581
2018-02-20T02:02:17Z,Send,ETH,0.01927687,947.03,"","","",Sent 0.01927687 ETH to 0xeA059a84c2aadb164414aC01BcB82c191B86F581
2018-02-20T03:10:21Z,Buy,ETH,0.0516881,948.19,49.01,51.00,1.99,Bought 0.0516881 ETH for $51.00 USD
2018-02-20T03:11:10Z,Send,ETH,0.0426498,942.98,"","","",Sent 0.0426498 ETH to 0xA54765f047E5527fEA32BDb9D076fCA8012a7799
2017-11-04T13:03:02Z,Buy,LTC,1.71595395,56.04,96.16,100.00,3.84,Bought 1.71595395 LTC for $100.00 USD
2017-12-02T01:11:28Z,Send,LTC,1.71595395,100.57,"","","",Sent 1.71595395 LTC to LdKKWoyFfMnfV44M6LjVDVJgQmXE8FrokW
2017-12-14T00:32:23Z,Send,LTC,0.15947526,310.91,"","","",Sent 0.15947526 LTC to LdKKWoyFfMnfV44M6LjVDVJgQmXE8FrokW
2019-06-10T14:42:01Z,Coinbase Earn,BAT,3.0121979,0.330000,0.990000,0.990000,0.00,Received 3.0121979 BAT from Coinbase Earn
2019-06-10T14:43:41Z,Coinbase Earn,BAT,3.0119484,0.330000,0.990000,0.990000,0.00,Received 3.0119484 BAT from Coinbase Earn
2019-06-10T14:45:55Z,Coinbase Earn,BAT,3.01249281,0.330000,0.990000,0.990000,0.00,Received 3.01249281 BAT from Coinbase Earn
2019-06-12T16:36:55Z,Coinbase Earn,BAT,20.81248988,0.340000,7.08,7.08,0.00,Received 20.81248988 BAT from Coinbase Earn
2019-06-17T12:26:53Z,Coinbase Earn,DAI,2.00198798,1.00,2.00,2.00,0.00,Received 2.00198798 DAI from Coinbase Earn
2019-06-17T13:53:30Z,Coinbase Earn,DAI,2.002001,1.00,2.00,2.00,0.00,Received 2.002001 DAI from Coinbase Earn
2019-06-17T13:55:56Z,Coinbase Earn,DAI,2.002,1.00,2.00,2.00,0.00,Received 2.0020 DAI from Coinbase Earn
#2020
2020-03-12T13:01:51Z,Send,BTC,0.004,6062.87,"","","",Sent 0.0040 BTC to 17yaCjpzfe2ezjZWKFL1ajVX7UR27oomCu
2020-12-12T17:31:45Z,Receive,ETH,0.00903226,552.28,"","","",Received 0.00903226 ETH from an external account
2020-12-12T14:48:27Z,Coinbase Earn,MKR,0.003944,508.25,2.00,2.00,0.00,Received 0.003944 MKR from Coinbase Earn
2020-12-12T14:48:59Z,Coinbase Earn,MKR,0.00394235,508.25,2.00,2.00,0.00,Received 0.00394235 MKR from Coinbase Earn
2020-12-12T14:51:25Z,Coinbase Earn,MKR,0.00394513,508.25,2.01,2.01,0.00,Received 0.00394513 MKR from Coinbase Earn
2020-08-03T19:16:49Z,Rewards Income,DAI,0.00032585,1.01,0.00,0.00,0.00,Received 0.00032585 DAI from Coinbase Rewards
2020-08-04T19:13:30Z,Rewards Income,DAI,0.00032585,1.02,0.00,0.00,0.00,Received 0.00032585 DAI from Coinbase Rewards
2020-08-05T18:01:29Z,Rewards Income,DAI,0.00032585,1.02,0.00,0.00,0.00,Received 0.00032585 DAI from Coinbase Rewards
2020-08-06T18:11:18Z,Rewards Income,DAI,0.00032585,1.02,0.00,0.00,0.00,Received 0.00032585 DAI from Coinbase Rewards
2020-08-07T18:07:08Z,Rewards Income,DAI,0.00032585,1.02,0.00,0.00,0.00,Received 0.00032585 DAI from Coinbase Rewards
2020-08-08T18:11:24Z,Rewards Income,DAI,0.00032585,1.02,0.00,0.00,0.00,Received 0.00032585 DAI from Coinbase Rewards
2020-08-09T18:57:09Z,Rewards Income,DAI,0.00032587,1.02,0.00,0.00,0.00,Received 0.00032587 DAI from Coinbase Rewards
2020-08-10T19:00:48Z,Rewards Income,DAI,0.00032589,1.02,0.00,0.00,0.00,Received 0.00032589 DAI from Coinbase Rewards
2020-08-11T18:13:10Z,Rewards Income,DAI,0.00032591,1.02,0.00,0.00,0.00,Received 0.00032591 DAI from Coinbase Rewards
2020-08-12T18:41:16Z,Rewards Income,DAI,0.00032593,1.02,0.00,0.00,0.00,Received 0.00032593 DAI from Coinbase Rewards
2020-08-13T18:53:57Z,Rewards Income,DAI,0.00032594,1.02,0.00,0.00,0.00,Received 0.00032594 DAI from Coinbase Rewards
2020-08-14T18:41:46Z,Rewards Income,DAI,0.00032596,1.01,0.00,0.00,0.00,Received 0.00032596 DAI from Coinbase Rewards
2020-08-15T17:42:45Z,Rewards Income,DAI,0.00032598,1.01,0.00,0.00,0.00,Received 0.00032598 DAI from Coinbase Rewards
2020-08-16T18:32:10Z,Rewards Income,DAI,0.000326,1.01,0.00,0.00,0.00,Received 0.000326 DAI from Coinbase Rewards
2020-08-17T18:50:27Z,Rewards Income,DAI,0.00032601,1.00,0.00,0.00,0.00,Received 0.00032601 DAI from Coinbase Rewards
2020-08-18T18:23:10Z,Rewards Income,DAI,0.00032603,1.00,0.00,0.00,0.00,Received 0.00032603 DAI from Coinbase Rewards
2020-08-19T18:23:51Z,Rewards Income,DAI,0.00032605,1.00,0.00,0.00,0.00,Received 0.00032605 DAI from Coinbase Rewards
2020-08-20T19:52:35Z,Rewards Income,DAI,0.00032607,1.00,0.00,0.00,0.00,Received 0.00032607 DAI from Coinbase Rewards
2020-08-21T19:12:47Z,Rewards Income,DAI,0.00032609,1.01,0.00,0.00,0.00,Received 0.00032609 DAI from Coinbase Rewards
2020-08-22T19:09:29Z,Rewards Income,DAI,0.0003261,1.00,0.00,0.00,0.00,Received 0.0003261 DAI from Coinbase Rewards
2020-08-23T18:19:57Z,Rewards Income,DAI,0.00032612,1.01,0.00,0.00,0.00,Received 0.00032612 DAI from Coinbase Rewards
2020-08-24T19:21:57Z,Rewards Income,DAI,0.00032614,1.02,0.00,0.00,0.00,Received 0.00032614 DAI from Coinbase Rewards
2020-08-25T17:33:07Z,Rewards Income,DAI,0.00032616,1.02,0.00,0.00,0.00,Received 0.00032616 DAI from Coinbase Rewards
2020-08-26T18:25:27Z,Rewards Income,DAI,0.00032617,1.01,0.00,0.00,0.00,Received 0.00032617 DAI from Coinbase Rewards
2020-08-27T19:00:10Z,Rewards Income,DAI,0.00032619,1.01,0.00,0.00,0.00,Received 0.00032619 DAI from Coinbase Rewards
2020-08-28T18:54:32Z,Rewards Income,DAI,0.00032621,1.01,0.00,0.00,0.00,Received 0.00032621 DAI from Coinbase Rewards
2020-08-29T18:06:56Z,Rewards Income,DAI,0.00032623,1.01,0.00,0.00,0.00,Received 0.00032623 DAI from Coinbase Rewards
2020-08-30T17:49:56Z,Rewards Income,DAI,0.00032625,1.01,0.00,0.00,0.00,Received 0.00032625 DAI from Coinbase Rewards
2020-08-31T17:44:59Z,Rewards Income,DAI,0.00032626,1.01,0.00,0.00,0.00,Received 0.00032626 DAI from Coinbase Rewards
2020-09-01T17:37:56Z,Rewards Income,DAI,0.00032628,1.01,0.00,0.00,0.00,Received 0.00032628 DAI from Coinbase Rewards
2020-09-02T19:11:09Z,Rewards Income,DAI,0.0003263,1.01,0.00,0.00,0.00,Received 0.0003263 DAI from Coinbase Rewards
2020-09-03T19:17:02Z,Rewards Income,DAI,0.00032632,1.01,0.00,0.00,0.00,Received 0.00032632 DAI from Coinbase Rewards
2020-09-04T18:23:56Z,Rewards Income,DAI,0.00032633,1.02,0.00,0.00,0.00,Received 0.00032633 DAI from Coinbase Rewards
2020-09-05T18:54:14Z,Rewards Income,DAI,0.00032635,1.02,0.00,0.00,0.00,Received 0.00032635 DAI from Coinbase Rewards
2020-09-06T18:16:46Z,Rewards Income,DAI,0.00032637,1.02,0.00,0.00,0.00,Received 0.00032637 DAI from Coinbase Rewards
2020-09-07T19:34:20Z,Rewards Income,DAI,0.00032639,1.02,0.00,0.00,0.00,Received 0.00032639 DAI from Coinbase Rewards
2020-09-08T19:10:25Z,Rewards Income,DAI,0.0003264,1.02,0.00,0.00,0.00,Received 0.0003264 DAI from Coinbase Rewards
2020-09-09T19:15:55Z,Rewards Income,DAI,0.00032642,1.02,0.00,0.00,0.00,Received 0.00032642 DAI from Coinbase Rewards
2020-09-10T18:07:11Z,Rewards Income,DAI,0.00032644,1.03,0.00,0.00,0.00,Received 0.00032644 DAI from Coinbase Rewards
2020-09-11T18:06:07Z,Rewards Income,DAI,0.00032646,1.03,0.00,0.00,0.00,Received 0.00032646 DAI from Coinbase Rewards
2020-09-12T18:16:00Z,Rewards Income,DAI,0.00032647,1.03,0.00,0.00,0.00,Received 0.00032647 DAI from Coinbase Rewards
2020-09-13T18:55:52Z,Rewards Income,DAI,0.00032649,1.02,0.00,0.00,0.00,Received 0.00032649 DAI from Coinbase Rewards
2020-09-14T18:17:39Z,Rewards Income,DAI,0.00032651,1.04,0.00,0.00,0.00,Received 0.00032651 DAI from Coinbase Rewards
2020-09-15T17:57:27Z,Rewards Income,DAI,0.00032653,1.02,0.00,0.00,0.00,Received 0.00032653 DAI from Coinbase Rewards
2020-09-16T19:02:02Z,Rewards Income,DAI,0.00032655,1.01,0.00,0.00,0.00,Received 0.00032655 DAI from Coinbase Rewards
2020-09-17T18:20:24Z,Rewards Income,DAI,0.00032656,1.02,0.00,0.00,0.00,Received 0.00032656 DAI from Coinbase Rewards
2020-09-18T17:53:05Z,Rewards Income,DAI,0.00032658,1.02,0.00,0.00,0.00,Received 0.00032658 DAI from Coinbase Rewards
2020-09-19T17:42:30Z,Rewards Income,DAI,0.0003266,1.01,0.00,0.00,0.00,Received 0.0003266 DAI from Coinbase Rewards
2020-09-20T18:15:59Z,Rewards Income,DAI,0.00032662,1.01,0.00,0.00,0.00,Received 0.00032662 DAI from Coinbase Rewards
2020-09-21T17:37:56Z,Rewards Income,DAI,0.00032663,1.01,0.00,0.00,0.00,Received 0.00032663 DAI from Coinbase Rewards
2020-09-22T18:32:15Z,Rewards Income,DAI,0.00032665,1.01,0.00,0.00,0.00,Received 0.00032665 DAI from Coinbase Rewards
2020-09-23T18:16:24Z,Rewards Income,DAI,0.00032667,1.01,0.00,0.00,0.00,Received 0.00032667 DAI from Coinbase Rewards
2020-09-24T18:48:30Z,Rewards Income,DAI,0.00032669,1.01,0.00,0.00,0.00,Received 0.00032669 DAI from Coinbase Rewards
2020-09-25T18:53:43Z,Rewards Income,DAI,0.00032671,1.01,0.00,0.00,0.00,Received 0.00032671 DAI from Coinbase Rewards
2020-09-26T18:49:32Z,Rewards Income,DAI,0.00032672,1.01,0.00,0.00,0.00,Received 0.00032672 DAI from Coinbase Rewards
2020-09-27T18:37:53Z,Rewards Income,DAI,0.00032674,1.01,0.00,0.00,0.00,Received 0.00032674 DAI from Coinbase Rewards
2020-09-28T19:05:08Z,Rewards Income,DAI,0.00032676,1.01,0.00,0.00,0.00,Received 0.00032676 DAI from Coinbase Rewards
2020-09-29T18:45:03Z,Rewards Income,DAI,0.00032678,1.01,0.00,0.00,0.00,Received 0.00032678 DAI from Coinbase Rewards
2020-09-30T18:20:04Z,Rewards Income,DAI,0.00032679,1.01,0.00,0.00,0.00,Received 0.00032679 DAI from Coinbase Rewards
2020-10-01T17:43:07Z,Rewards Income,DAI,0.00032681,1.01,0.00,0.00,0.00,Received 0.00032681 DAI from Coinbase Rewards
2020-10-02T18:59:22Z,Rewards Income,DAI,0.00032683,1.01,0.00,0.00,0.00,Received 0.00032683 DAI from Coinbase Rewards
2020-10-03T18:58:35Z,Rewards Income,DAI,0.00032685,1.01,0.00,0.00,0.00,Received 0.00032685 DAI from Coinbase Rewards
2020-10-04T18:07:18Z,Rewards Income,DAI,0.00032686,1.01,0.00,0.00,0.00,Received 0.00032686 DAI from Coinbase Rewards
2020-10-05T18:34:34Z,Rewards Income,DAI,0.00032688,1.01,0.00,0.00,0.00,Received 0.00032688 DAI from Coinbase Rewards
2020-10-06T18:08:38Z,Rewards Income,DAI,0.0003269,1.01,0.00,0.00,0.00,Received 0.0003269 DAI from Coinbase Rewards
2020-10-07T17:40:56Z,Rewards Income,DAI,0.00032692,1.01,0.00,0.00,0.00,Received 0.00032692 DAI from Coinbase Rewards
2020-10-08T17:52:02Z,Rewards Income,DAI,0.00032694,1.01,0.00,0.00,0.00,Received 0.00032694 DAI from Coinbase Rewards
2020-10-09T18:35:47Z,Rewards Income,DAI,0.00032695,1.01,0.00,0.00,0.00,Received 0.00032695 DAI from Coinbase Rewards
2020-10-10T19:15:42Z,Rewards Income,DAI,0.00032697,1.01,0.00,0.00,0.00,Received 0.00032697 DAI from Coinbase Rewards
2020-10-11T18:19:55Z,Rewards Income,DAI,0.00032699,1.01,0.00,0.00,0.00,Received 0.00032699 DAI from Coinbase Rewards
2020-10-12T17:31:54Z,Rewards Income,DAI,0.00032701,1.01,0.00,0.00,0.00,Received 0.00032701 DAI from Coinbase Rewards
2020-10-13T17:45:48Z,Rewards Income,DAI,0.00032702,1.01,0.00,0.00,0.00,Received 0.00032702 DAI from Coinbase Rewards
2020-10-14T18:44:15Z,Rewards Income,DAI,0.00032704,1.01,0.00,0.00,0.00,Received 0.00032704 DAI from Coinbase Rewards
2020-10-15T18:37:23Z,Rewards Income,DAI,0.00032706,1.01,0.00,0.00,0.00,Received 0.00032706 DAI from Coinbase Rewards
2020-10-16T18:57:04Z,Rewards Income,DAI,0.00032708,1.01,0.00,0.00,0.00,Received 0.00032708 DAI from Coinbase Rewards
2020-10-17T18:12:55Z,Rewards Income,DAI,0.0003271,1.01,0.00,0.00,0.00,Received 0.0003271 DAI from Coinbase Rewards
2020-10-18T19:13:54Z,Rewards Income,DAI,0.00032711,1.01,0.00,0.00,0.00,Received 0.00032711 DAI from Coinbase Rewards
2020-10-19T17:53:10Z,Rewards Income,DAI,0.00032713,1.01,0.00,0.00,0.00,Received 0.00032713 DAI from Coinbase Rewards
2020-10-20T17:44:48Z,Rewards Income,DAI,0.00032715,1.01,0.00,0.00,0.00,Received 0.00032715 DAI from Coinbase Rewards
2020-10-21T17:53:51Z,Rewards Income,DAI,0.00032717,1.01,0.00,0.00,0.00,Received 0.00032717 DAI from Coinbase Rewards
2020-10-22T18:49:02Z,Rewards Income,DAI,0.00032718,1.01,0.00,0.00,0.00,Received 0.00032718 DAI from Coinbase Rewards
2020-10-23T18:31:32Z,Rewards Income,DAI,0.0003272,1.01,0.00,0.00,0.00,Received 0.0003272 DAI from Coinbase Rewards
2020-10-24T17:32:25Z,Rewards Income,DAI,0.00065444,1.01,0.00,0.00,0.00,Received 0.00065444 DAI from Coinbase Rewards
2020-10-25T18:46:12Z,Rewards Income,DAI,0.00032724,1.01,0.00,0.00,0.00,Received 0.00032724 DAI from Coinbase Rewards
2020-10-26T18:55:39Z,Rewards Income,DAI,0.00032726,1.01,0.00,0.00,0.00,Received 0.00032726 DAI from Coinbase Rewards
2020-10-27T17:38:29Z,Rewards Income,DAI,0.00032727,1.01,0.00,0.00,0.00,Received 0.00032727 DAI from Coinbase Rewards
2020-10-28T17:31:50Z,Rewards Income,DAI,0.00032729,1.01,0.00,0.00,0.00,Received 0.00032729 DAI from Coinbase Rewards
2020-10-29T19:11:27Z,Rewards Income,DAI,0.00032731,1.01,0.00,0.00,0.00,Received 0.00032731 DAI from Coinbase Rewards
2020-10-30T18:11:18Z,Rewards Income,DAI,0.00032734,1.01,0.00,0.00,0.00,Received 0.00032734 DAI from Coinbase Rewards
2020-10-31T18:57:19Z,Rewards Income,DAI,0.00032736,1.01,0.00,0.00,0.00,Received 0.00032736 DAI from Coinbase Rewards
2020-11-01T17:57:56Z,Rewards Income,DAI,0.00032738,1.01,0.00,0.00,0.00,Received 0.00032738 DAI from Coinbase Rewards
2020-11-02T18:49:31Z,Rewards Income,DAI,0.0003274,1.01,0.00,0.00,0.00,Received 0.0003274 DAI from Coinbase Rewards
2020-11-03T17:45:11Z,Rewards Income,DAI,0.00032741,1.01,0.00,0.00,0.00,Received 0.00032741 DAI from Coinbase Rewards
2020-11-04T17:56:38Z,Rewards Income,DAI,0.00032743,1.01,0.00,0.00,0.00,Received 0.00032743 DAI from Coinbase Rewards
2020-11-05T18:15:38Z,Rewards Income,DAI,0.00032745,1.01,0.00,0.00,0.00,Received 0.00032745 DAI from Coinbase Rewards
2020-11-06T19:29:50Z,Rewards Income,DAI,0.00032747,1.01,0.00,0.00,0.00,Received 0.00032747 DAI from Coinbase Rewards
2020-11-07T19:16:04Z,Rewards Income,DAI,0.00032749,1.01,0.00,0.00,0.00,Received 0.00032749 DAI from Coinbase Rewards
2020-11-08T18:48:45Z,Rewards Income,DAI,0.0003275,1.01,0.00,0.00,0.00,Received 0.0003275 DAI from Coinbase Rewards
2020-11-09T18:23:01Z,Rewards Income,DAI,0.00032752,1.01,0.00,0.00,0.00,Received 0.00032752 DAI from Coinbase Rewards
2020-11-10T17:54:09Z,Rewards Income,DAI,0.00032754,1.01,0.00,0.00,0.00,Received 0.00032754 DAI from Coinbase Rewards
2020-11-11T19:00:01Z,Rewards Income,DAI,0.00032756,1.01,0.00,0.00,0.00,Received 0.00032756 DAI from Coinbase Rewards
2020-11-12T18:03:22Z,Rewards Income,DAI,0.00032757,1.01,0.00,0.00,0.00,Received 0.00032757 DAI from Coinbase Rewards
2020-11-13T18:50:18Z,Rewards Income,DAI,0.00032759,1.01,0.00,0.00,0.00,Received 0.00032759 DAI from Coinbase Rewards
2020-11-14T19:01:00Z,Rewards Income,DAI,0.00032761,1.01,0.00,0.00,0.00,Received 0.00032761 DAI from Coinbase Rewards
2020-11-15T17:37:44Z,Rewards Income,DAI,0.00032763,1.01,0.00,0.00,0.00,Received 0.00032763 DAI from Coinbase Rewards
2020-11-16T18:04:44Z,Rewards Income,DAI,0.00032765,1.01,0.00,0.00,0.00,Received 0.00032765 DAI from Coinbase Rewards
2020-11-17T18:00:35Z,Rewards Income,DAI,0.00032766,1.00,0.00,0.00,0.00,Received 0.00032766 DAI from Coinbase Rewards
