Timestamp,Transaction Type,Asset,Quantity Transacted,USD Spot Price at Transaction,USD Subtotal,USD Total (inclusive of fees),USD Fees,Notes
2021-03-15T09:16:34Z,Rewards Income,DAI,0.00032977,USD,1.00,0.00,0.00,0.00,Received 0.00032977 DAI from Coinbase Rewards
2021-03-16T11:25:46Z,Rewards Income,DAI,0.00032979,USD,1.00,0.00,0.00,0.00,Received 0.00032979 DAI from Coinbase Rewards
2021-03-17T08:46:30Z,Rewards Income,DAI,0.00032981,USD,1.00,0.00,0.00,0.00,Received 0.00032981 DAI from Coinbase Rewards
2021-03-18T07:57:47Z,Rewards Income,DAI,0.00032983,USD,1.00,0.00,0.00,0.00,Received 0.00032983 DAI from Coinbase Rewards
2021-03-19T09:30:48Z,Rewards Income,DAI,0.00032984,USD,1.00,0.00,0.00,0.00,Received 0.00032984 DAI from Coinbase Rewards
2021-03-20T11:29:23Z,Rewards Income,DAI,0.00032986,USD,1.00,0.00,0.00,0.00,Received 0.00032986 DAI from Coinbase Rewards
2021-03-21T10:06:51Z,Rewards Income,DAI,0.00032988,USD,1.00,0.00,0.00,0.00,Received 0.00032988 DAI from Coinbase Rewards
2021-03-22T09:02:02Z,Rewards Income,DAI,0.0003299,USD,1.00,0.00,0.00,0.00,Received 0.0003299 DAI from Coinbase Rewards
2021-03-23T10:38:10Z,Rewards Income,DAI,0.00032992,USD,1.00,0.00,0.00,0.00,Received 0.00032992 DAI from Coinbase Rewards
2021-03-24T07:46:24Z,Rewards Income,DAI,0.00032993,USD,1.00,0.00,0.00,0.00,Received 0.00032993 DAI from Coinbase Rewards
2021-03-25T10:09:51Z,Rewards Income,DAI,0.00032995,USD,1.00,0.00,0.00,0.00,Received 0.00032995 DAI from Coinbase Rewards
2021-03-26T11:20:39Z,Rewards Income,DAI,0.00032997,USD,1.00,0.00,0.00,0.00,Received 0.00032997 DAI from Coinbase Rewards
2021-03-27T09:12:46Z,Rewards Income,DAI,0.00032999,USD,1.00,0.00,0.00,0.00,Received 0.00032999 DAI from Coinbase Rewards
2021-03-28T10:10:13Z,Rewards Income,DAI,0.00033001,USD,1.00,0.00,0.00,0.00,Received 0.00033001 DAI from Coinbase Rewards
2021-03-29T09:08:30Z,Rewards Income,DAI,0.00033003,USD,1.00,0.00,0.00,0.00,Received 0.00033003 DAI from Coinbase Rewards
2021-03-30T10:40:17Z,Rewards Income,DAI,0.00033004,USD,1.00,0.00,0.00,0.00,Received 0.00033004 DAI from Coinbase Rewards
2021-03-31T08:36:18Z,Rewards Income,DAI,0.00033006,USD,1.00,0.00,0.00,0.00,Received 0.00033006 DAI from Coinbase Rewards
2021-04-01T08:35:51Z,Rewards Income,DAI,0.00033008,USD,1.00,0.00,0.00,0.00,Received 0.00033008 DAI from Coinbase Rewards
2021-04-02T12:28:46Z,Rewards Income,DAI,0.0003301,USD,1.00,0.00,0.00,0.00,Received 0.0003301 DAI from Coinbase Rewards
2021-04-03T09:49:34Z,Rewards Income,DAI,0.00033011,USD,1.00,0.00,0.00,0.00,Received 0.00033011 DAI from Coinbase Rewards
2021-04-04T11:02:07Z,Rewards Income,DAI,0.00033013,USD,1.00,0.00,0.00,0.00,Received 0.00033013 DAI from Coinbase Rewards
2021-04-05T09:54:28Z,Rewards Income,DAI,0.00033015,USD,1.00,0.00,0.00,0.00,Received 0.00033015 DAI from Coinbase Rewards
2021-04-06T09:04:35Z,Rewards Income,DAI,0.00033017,USD,1.00,0.00,0.00,0.00,Received 0.00033017 DAI from Coinbase Rewards
2021-04-07T08:28:54Z,Rewards Income,DAI,0.00033018,USD,1.00,0.00,0.00,0.00,Received 0.00033018 DAI from Coinbase Rewards
2021-04-08T09:46:16Z,Rewards Income,DAI,0.0003302,USD,1.00,0.00,0.00,0.00,Received 0.0003302 DAI from Coinbase Rewards
2021-04-09T07:52:12Z,Rewards Income,DAI,0.00033022,USD,1.00,0.00,0.00,0.00,Received 0.00033022 DAI from Coinbase Rewards
2021-04-10T09:59:09Z,Rewards Income,DAI,0.00033024,USD,1.00,0.00,0.00,0.00,Received 0.00033024 DAI from Coinbase Rewards
2021-04-11T07:59:48Z,Rewards Income,DAI,0.00033026,USD,1.00,0.00,0.00,0.00,Received 0.00033026 DAI from Coinbase Rewards
2021-04-12T08:06:36Z,Rewards Income,DAI,0.00033028,USD,1.00,0.00,0.00,0.00,Received 0.00033028 DAI from Coinbase Rewards
2021-04-13T08:30:21Z,Rewards Income,DAI,0.00033029,USD,1.00,0.00,0.00,0.00,Received 0.00033029 DAI from Coinbase Rewards
2021-04-14T09:22:52Z,Rewards Income,DAI,0.00033031,USD,1.00,0.00,0.00,0.00,Received 0.00033031 DAI from Coinbase Rewards
2021-04-15T09:48:29Z,Rewards Income,DAI,0.00033033,USD,1.00,0.00,0.00,0.00,Received 0.00033033 DAI from Coinbase Rewards
2021-04-16T08:22:39Z,Rewards Income,DAI,0.00033035,USD,1.00,0.00,0.00,0.00,Received 0.00033035 DAI from Coinbase Rewards
2021-04-17T09:27:49Z,Rewards Income,DAI,0.00033037,USD,1.00,0.00,0.00,0.00,Received 0.00033037 DAI from Coinbase Rewards
2021-04-18T08:53:14Z,Rewards Income,DAI,0.00033038,USD,1.00,0.00,0.00,0.00,Received 0.00033038 DAI from Coinbase Rewards
2021-04-19T07:40:14Z,Rewards Income,DAI,0.0003304,USD,1.00,0.00,0.00,0.00,Received 0.0003304 DAI from Coinbase Rewards
2021-04-20T08:48:25Z,Rewards Income,DAI,0.00033042,USD,1.00,0.00,0.00,0.00,Received 0.00033042 DAI from Coinbase Rewards
2021-04-21T10:49:59Z,Rewards Income,DAI,0.00033044,USD,1.00,0.00,0.00,0.00,Received 0.00033044 DAI from Coinbase Rewards
2021-04-22T11:03:27Z,Rewards Income,DAI,0.00033045,USD,1.00,0.00,0.00,0.00,Received 0.00033045 DAI from Coinbase Rewards
2021-04-23T09:56:48Z,Rewards Income,DAI,0.00033047,USD,1.00,0.00,0.00,0.00,Received 0.00033047 DAI from Coinbase Rewards
2021-04-24T08:53:02Z,Rewards Income,DAI,0.00033049,USD,1.00,0.00,0.00,0.00,Received 0.00033049 DAI from Coinbase Rewards
2021-04-25T08:19:57Z,Rewards Income,DAI,0.00033051,USD,1.00,0.00,0.00,0.00,Received 0.00033051 DAI from Coinbase Rewards
2021-04-26T09:19:13Z,Rewards Income,DAI,0.00033052,USD,1.00,0.00,0.00,0.00,Received 0.00033052 DAI from Coinbase Rewards
2021-04-27T07:34:33Z,Rewards Income,DAI,0.00033054,USD,1.00,0.00,0.00,0.00,Received 0.00033054 DAI from Coinbase Rewards
2021-04-28T07:32:27Z,Rewards Income,DAI,0.00033056,USD,1.00,0.00,0.00,0.00,Received 0.00033056 DAI from Coinbase Rewards
2021-04-29T08:59:37Z,Rewards Income,DAI,0.00033058,USD,1.00,0.00,0.00,0.00,Received 0.00033058 DAI from Coinbase Rewards
2021-04-30T10:50:03Z,Rewards Income,DAI,0.0003306,USD,1.00,0.00,0.00,0.00,Received 0.0003306 DAI from Coinbase Rewards
2021-05-01T07:40:55Z,Rewards Income,DAI,0.00033062,USD,1.00,0.00,0.00,0.00,Received 0.00033062 DAI from Coinbase Rewards
2021-05-02T09:08:31Z,Rewards Income,DAI,0.00033063,USD,1.00,0.00,0.00,0.00,Received 0.00033063 DAI from Coinbase Rewards
2021-05-03T08:06:33Z,Rewards Income,DAI,0.00033065,USD,1.00,0.00,0.00,0.00,Received 0.00033065 DAI from Coinbase Rewards
2021-05-04T10:04:37Z,Rewards Income,DAI,0.00033067,USD,1.00,0.00,0.00,0.00,Received 0.00033067 DAI from Coinbase Rewards
2021-05-05T08:14:56Z,Rewards Income,DAI,0.00033069,USD,1.00,0.00,0.00,0.00,Received 0.00033069 DAI from Coinbase Rewards
2021-05-06T10:41:18Z,Rewards Income,DAI,0.00033071,USD,1.00,0.00,0.00,0.00,Received 0.00033071 DAI from Coinbase Rewards
2021-05-07T08:09:35Z,Rewards Income,DAI,0.00033072,USD,1.00,0.00,0.00,0.00,Received 0.00033072 DAI from Coinbase Rewards
2021-05-08T08:15:23Z,Rewards Income,DAI,0.00033074,USD,1.00,0.00,0.00,0.00,Received 0.00033074 DAI from Coinbase Rewards
2021-05-09T10:55:42Z,Rewards Income,DAI,0.00033076,USD,1.00,0.00,0.00,0.00,Received 0.00033076 DAI from Coinbase Rewards
2021-05-10T10:50:50Z,Rewards Income,DAI,0.00033078,USD,1.00,0.00,0.00,0.00,Received 0.00033078 DAI from Coinbase Rewards
2021-05-11T10:34:28Z,Rewards Income,DAI,0.00033079,USD,1.00,0.00,0.00,0.00,Received 0.00033079 DAI from Coinbase Rewards
2021-05-12T11:24:03Z,Rewards Income,DAI,0.00033081,USD,1.00,0.00,0.00,0.00,Received 0.00033081 DAI from Coinbase Rewards
2021-05-13T10:31:25Z,Rewards Income,DAI,0.00033083,USD,1.00,0.00,0.00,0.00,Received 0.00033083 DAI from Coinbase Rewards
2021-05-14T10:40:06Z,Rewards Income,DAI,0.00033085,USD,1.00,0.00,0.00,0.00,Received 0.00033085 DAI from Coinbase Rewards
2021-05-15T07:49:05Z,Rewards Income,DAI,0.00033087,USD,1.00,0.00,0.00,0.00,Received 0.00033087 DAI from Coinbase Rewards
2021-05-16T09:06:43Z,Rewards Income,DAI,0.00033088,USD,1.00,0.00,0.00,0.00,Received 0.00033088 DAI from Coinbase Rewards
2021-05-17T10:48:40Z,Rewards Income,DAI,0.0003309,USD,1.00,0.00,0.00,0.00,Received 0.0003309 DAI from Coinbase Rewards
2021-05-18T07:51:59Z,Rewards Income,DAI,0.00033092,USD,1.00,0.00,0.00,0.00,Received 0.00033092 DAI from Coinbase Rewards
2021-05-19T10:27:11Z,Rewards Income,DAI,0.00033094,USD,1.00,0.00,0.00,0.00,Received 0.00033094 DAI from Coinbase Rewards
2021-05-20T08:16:26Z,Rewards Income,DAI,0.00033096,USD,1.00,0.00,0.00,0.00,Received 0.00033096 DAI from Coinbase Rewards
2021-05-21T10:45:18Z,Rewards Income,DAI,0.00033097,USD,1.00,0.00,0.00,0.00,Received 0.00033097 DAI from Coinbase Rewards
2021-05-22T10:16:37Z,Rewards Income,DAI,0.00033099,USD,1.00,0.00,0.00,0.00,Received 0.00033099 DAI from Coinbase Rewards
2021-05-23T11:00:31Z,Rewards Income,DAI,0.00033101,USD,1.00,0.00,0.00,0.00,Received 0.00033101 DAI from Coinbase Rewards
2021-05-24T08:50:07Z,Rewards Income,DAI,0.00033103,USD,1.00,0.00,0.00,0.00,Received 0.00033103 DAI from Coinbase Rewards
2021-05-25T10:19:33Z,Rewards Income,DAI,0.00033105,USD,1.00,0.00,0.00,0.00,Received 0.00033105 DAI from Coinbase Rewards
2021-05-26T11:30:35Z,Rewards Income,DAI,0.00033106,USD,1.00,0.00,0.00,0.00,Received 0.00033106 DAI from Coinbase Rewards
2021-05-27T07:44:45Z,Rewards Income,DAI,0.00033108,USD,1.00,0.00,0.00,0.00,Received 0.00033108 DAI from Coinbase Rewards
2021-05-28T09:27:44Z,Rewards Income,DAI,0.0003311,USD,1.00,0.00,0.00,0.00,Received 0.0003311 DAI from Coinbase Rewards
2021-05-29T09:04:17Z,Rewards Income,DAI,0.00033112,USD,1.00,0.00,0.00,0.00,Received 0.00033112 DAI from Coinbase Rewards
2021-05-30T11:21:51Z,Rewards Income,DAI,0.00033114,USD,1.00,0.00,0.00,0.00,Received 0.00033114 DAI from Coinbase Rewards
2021-05-31T11:46:28Z,Rewards Income,DAI,0.00033115,USD,1.00,0.00,0.00,0.00,Received 0.00033115 DAI from Coinbase Rewards
2021-06-01T10:32:22Z,Rewards Income,DAI,0.00033117,USD,1.00,0.00,0.00,0.00,Received 0.00033117 DAI from Coinbase Rewards
2021-06-02T11:21:08Z,Rewards Income,DAI,0.00033119,USD,1.00,0.00,0.00,0.00,Received 0.00033119 DAI from Coinbase Rewards
2021-06-03T10:03:39Z,Rewards Income,DAI,0.00033121,USD,1.00,0.00,0.00,0.00,Received 0.00033121 DAI from Coinbase Rewards
2021-06-04T11:25:58Z,Rewards Income,DAI,0.00033122,USD,1.00,0.00,0.00,0.00,Received 0.00033122 DAI from Coinbase Rewards
2021-06-05T11:05:33Z,Rewards Income,DAI,0.00033124,USD,1.00,0.00,0.00,0.00,Received 0.00033124 DAI from Coinbase Rewards
2021-06-06T09:11:28Z,Rewards Income,DAI,0.00033126,USD,1.00,0.00,0.00,0.00,Received 0.00033126 DAI from Coinbase Rewards
2021-06-07T11:15:58Z,Rewards Income,DAI,0.00033128,USD,1.00,0.00,0.00,0.00,Received 0.00033128 DAI from Coinbase Rewards
2021-06-08T10:48:29Z,Rewards Income,DAI,0.0003313,USD,1.00,0.00,0.00,0.00,Received 0.0003313 DAI from Coinbase Rewards
2021-06-09T09:21:37Z,Rewards Income,DAI,0.00033131,USD,1.00,0.00,0.00,0.00,Received 0.00033131 DAI from Coinbase Rewards
2021-06-10T11:12:42Z,Rewards Income,DAI,0.00033133,USD,1.00,0.00,0.00,0.00,Received 0.00033133 DAI from Coinbase Rewards
2021-06-11T10:03:50Z,Rewards Income,DAI,0.00033135,USD,1.00,0.00,0.00,0.00,Received 0.00033135 DAI from Coinbase Rewards
2021-06-12T11:17:01Z,Rewards Income,DAI,0.00033137,USD,1.00,0.00,0.00,0.00,Received 0.00033137 DAI from Coinbase Rewards
2021-06-13T08:13:15Z,Rewards Income,DAI,0.00033139,USD,1.00,0.00,0.00,0.00,Received 0.00033139 DAI from Coinbase Rewards
2021-06-14T10:24:50Z,Rewards Income,DAI,0.00033141,USD,1.00,0.00,0.00,0.00,Received 0.00033141 DAI from Coinbase Rewards
2021-06-15T11:46:45Z,Rewards Income,DAI,0.00033142,USD,1.00,0.00,0.00,0.00,Received 0.00033142 DAI from Coinbase Rewards
2021-06-16T08:05:13Z,Rewards Income,DAI,0.00033144,USD,1.00,0.00,0.00,0.00,Received 0.00033144 DAI from Coinbase Rewards
2021-06-17T07:36:51Z,Rewards Income,DAI,0.00033146,USD,1.00,0.00,0.00,0.00,Received 0.00033146 DAI from Coinbase Rewards
2021-06-18T10:51:48Z,Rewards Income,DAI,0.00033148,USD,1.00,0.00,0.00,0.00,Received 0.00033148 DAI from Coinbase Rewards
2021-06-19T08:31:17Z,Rewards Income,DAI,0.00033149,USD,1.00,0.00,0.00,0.00,Received 0.00033149 DAI from Coinbase Rewards
2021-06-20T11:26:41Z,Rewards Income,DAI,0.00033151,USD,1.00,0.00,0.00,0.00,Received 0.00033151 DAI from Coinbase Rewards
2021-06-21T08:18:15Z,Rewards Income,DAI,0.00033153,USD,1.00,0.00,0.00,0.00,Received 0.00033153 DAI from Coinbase Rewards
2021-06-22T10:02:20Z,Rewards Income,DAI,0.00033155,USD,1.00,0.00,0.00,0.00,Received 0.00033155 DAI from Coinbase Rewards
2021-06-23T10:03:27Z,Rewards Income,DAI,0.00033157,USD,1.00,0.00,0.00,0.00,Received 0.00033157 DAI from Coinbase Rewards
2021-06-24T08:37:12Z,Rewards Income,DAI,0.00033159,USD,1.00,0.00,0.00,0.00,Received 0.00033159 DAI from Coinbase Rewards
2021-06-25T09:02:21Z,Rewards Income,DAI,0.0003316,USD,1.00,0.00,0.00,0.00,Received 0.0003316 DAI from Coinbase Rewards
2021-06-26T07:59:38Z,Rewards Income,DAI,0.00033162,USD,1.00,0.00,0.00,0.00,Received 0.00033162 DAI from Coinbase Rewards
2021-06-27T11:25:03Z,Rewards Income,DAI,0.00033164,USD,1.00,0.00,0.00,0.00,Received 0.00033164 DAI from Coinbase Rewards
2021-06-28T08:17:25Z,Rewards Income,DAI,0.00033166,USD,1.00,0.00,0.00,0.00,Received 0.00033166 DAI from Coinbase Rewards
2021-06-29T08:49:57Z,Rewards Income,DAI,0.00033168,USD,1.00,0.00,0.00,0.00,Received 0.00033168 DAI from Coinbase Rewards
2021-06-30T11:32:18Z,Rewards Income,DAI,0.00033169,USD,1.00,0.00,0.00,0.00,Received 0.00033169 DAI from Coinbase Rewards
2021-07-01T10:15:46Z,Rewards Income,DAI,0.00033171,USD,1.00,0.00,0.00,0.00,Received 0.00033171 DAI from Coinbase Rewards
2021-07-02T09:09:46Z,Rewards Income,DAI,0.00015118,USD,1.00,0.00,0.00,0.00,Received 0.00015118 DAI from Coinbase Rewards
2021-01-30T18:01:59Z,Send,XRP,888.770891,USD,0.400000,"","","",Sent 888.770891 XRP to rLHzPsX6oXkzU2qL12kHCH8G8cnZv1rBJh (3266267558)
2021-03-14T12:15:45Z,Coinbase Earn,NMR,0.02336678,USD,43.19,1.01,1.01,0.00,Received 0.02336678 NMR from Coinbase Earn
2021-03-14T12:16:28Z,Coinbase Earn,NMR,0.02336678,USD,42.84,1.00,1.00,0.00,Received 0.02336678 NMR from Coinbase Earn
2021-03-14T12:17:01Z,Coinbase Earn,NMR,0.02335821,USD,42.84,1.00,1.00,0.00,Received 0.02335821 NMR from Coinbase Earn
2021-07-26T01:43:45Z,Coinbase Earn,BAL,0.04953661,USD,20.16,1.00,1.00,0.00,Received 0.04953661 BAL from Coinbase Earn
2021-07-26T01:44:30Z,Coinbase Earn,BAL,0.04953661,USD,20.20,1.00,1.00,0.00,Received 0.04953661 BAL from Coinbase Earn
2021-07-26T01:45:46Z,Coinbase Earn,BAL,0.04959046,USD,20.14,1.00,1.00,0.00,Received 0.04959046 BAL from Coinbase Earn
2021-01-29T00:36:46Z,Coinbase Earn,NU,4.41111601,USD,0.230000,1.01,1.01,0.00,Received 4.41111601 NU from Coinbase Earn
2021-01-29T00:37:39Z,Coinbase Earn,NU,4.41111601,USD,0.230000,1.01,1.01,0.00,Received 4.41111601 NU from Coinbase Earn
2021-01-29T00:38:50Z,Coinbase Earn,NU,4.42086649,USD,0.230000,1.02,1.02,0.00,Received 4.42086649 NU from Coinbase Earn
2021-07-26T01:49:47Z,Coinbase Earn,GRT,1.75284838,USD,0.570000,1.00,1.00,0.00,Received 1.75284838 GRT from Coinbase Earn
2021-04-28T17:40:39Z,Coinbase Earn,FORTH,0.0310984,USD,32.27,1.00,1.00,0.00,Received 0.0310984 FORTH from Coinbase Earn
2021-04-28T17:41:01Z,Coinbase Earn,FORTH,0.0310984,USD,32.27,1.00,1.00,0.00,Received 0.0310984 FORTH from Coinbase Earn
2021-04-28T17:41:34Z,Coinbase Earn,FORTH,0.03094442,USD,32.42,1.00,1.00,0.00,Received 0.03094442 FORTH from Coinbase Earn
2021-11-19T11:55:22Z,Coinbase Earn,MLN,0.00930769,USD,107.52,1.00,1.00,0.00,Received 0.00930769 MLN from Coinbase Earn
2021-11-19T11:56:35Z,Coinbase Earn,MLN,0.00930769,USD,107.52,1.00,1.00,0.00,Received 0.00930769 MLN from Coinbase Earn
2021-11-19T11:57:10Z,Coinbase Earn,MLN,0.00930769,USD,107.52,1.00,1.00,0.00,Received 0.00930769 MLN from Coinbase Earn
2021-06-23T14:10:53Z,Coinbase Earn,AMP,15.59819061,USD,0.060000,0.940000,0.940000,0.00,Received 15.59819061 AMP from Coinbase Earn
2021-06-23T14:11:16Z,Coinbase Earn,AMP,15.59819061,USD,0.060000,0.940000,0.940000,0.00,Received 15.59819061 AMP from Coinbase Earn
2021-06-23T14:12:27Z,Coinbase Earn,AMP,15.67889621,USD,0.060000,0.940000,0.940000,0.00,Received 15.67889621 AMP from Coinbase Earn
2021-07-04T23:43:44Z,Coinbase Earn,BOND,0.02673083,USD,37.50,1.00,1.00,0.00,Received 0.02673083 BOND from Coinbase Earn
2021-07-04T23:44:28Z,Coinbase Earn,BOND,0.02674512,USD,37.45,1.00,1.00,0.00,Received 0.02674512 BOND from Coinbase Earn
2021-07-04T23:44:48Z,Coinbase Earn,BOND,0.02675228,USD,37.45,1.00,1.00,0.00,Received 0.02675228 BOND from Coinbase Earn
2021-07-26T01:47:43Z,Coinbase Earn,CLV,0.82644628,USD,1.22,1.01,1.01,0.00,Received 0.82644628 CLV from Coinbase Earn
2021-07-26T01:48:18Z,Coinbase Earn,CLV,0.82644628,USD,1.22,1.01,1.01,0.00,Received 0.82644628 CLV from Coinbase Earn
2021-07-26T01:48:43Z,Coinbase Earn,CLV,0.82644628,USD,1.22,1.01,1.01,0.00,Received 0.82644628 CLV from Coinbase Earn
2021-10-14T00:31:59Z,Coinbase Earn,FET,1.37627305,USD,0.730000,1.00,1.00,0.00,Received 1.37627305 FET from Coinbase Earn
2021-10-14T00:32:35Z,Coinbase Earn,FET,1.37627305,USD,0.730000,1.00,1.00,0.00,Received 1.37627305 FET from Coinbase Earn
2021-10-14T00:33:13Z,Coinbase Earn,FET,1.37779002,USD,0.730000,1.01,1.01,0.00,Received 1.37779002 FET from Coinbase Earn
2021-12-09T14:17:41Z,Coinbase Earn,IOTX,5.6863414,USD,0.170000,0.970000,0.970000,0.00,Received 5.6863414 IOTX from Coinbase Earn
2021-12-09T14:18:13Z,Coinbase Earn,IOTX,5.68650308,USD,0.170000,0.970000,0.970000,0.00,Received 5.68650308 IOTX from Coinbase Earn
2021-12-09T14:18:45Z,Coinbase Earn,IOTX,5.68165677,USD,0.170000,0.970000,0.970000,0.00,Received 5.68165677 IOTX from Coinbase Earn
2021-11-18T02:41:41Z,Coinbase Earn,AUCTION,0.03081664,USD,32.49,1.00,1.00,0.00,Received 0.03081664 AUCTION from Coinbase Earn
2021-11-18T02:42:27Z,Coinbase Earn,AUCTION,0.03081664,USD,32.50,1.00,1.00,0.00,Received 0.03081664 AUCTION from Coinbase Earn
2021-11-18T02:43:02Z,Coinbase Earn,AUCTION,0.03079766,USD,32.50,1.00,1.00,0.00,Received 0.03079766 AUCTION from Coinbase Earn
